product_name @ features @ price @ link
Apple iPhone XS 256GB Silver 4G SmartphoneAPPLE@Εγγύηση:  12 μήνες-Κατασκευαστής: APPLE-Δίκτυο: 4G-Χωρητικότητα: 256 GB-Μνήμη RAM: 4GB-Κάμερα: 12 Megapixel Dual Camera f1.8 (Telephoto: f/2.4) με Dual OIS-Επεξεργαστής: Hexa Core-Βάρος: 177 g-Dual SIM: Όχι@1429@https://www.public.gr/product/tilefonia/kinita-smartphones/apple-iphone-xs-256gb-silver-4g-smartphone/prod9324080pp/
Apple iPhone XS 256GB Space Grey 4G SmartphoneAPPLE@Εγγύηση:  12 μήνες-Κατασκευαστής: APPLE-Δίκτυο: 4G-Χωρητικότητα: 256 GB-Μνήμη RAM: 4GB-Κάμερα: 12 Megapixel Dual Camera f1.8 (Telephoto: f/2.4) με Dual OIS-Επεξεργαστής: Hexa Core-Βάρος: 177 g-Dual SIM: Όχι@1429@https://www.public.gr/product/tilefonia/kinita-smartphones/apple-iphone-xs-256gb-space-grey-4g-smartphone/prod9324079pp/
Apple iPhone XS 256GB Gold 4G SmartphoneAPPLE@Εγγύηση:  12 μήνες-Κατασκευαστής: APPLE-Δίκτυο: 4G-Χωρητικότητα: 256 GB-Μνήμη RAM: 4GB-Κάμερα: 12 Megapixel Dual Camera f1.8 (Telephoto: f/2.4) με Dual OIS-Επεξεργαστής: Hexa Core-Βάρος: 177 g-Dual SIM: Όχι@1429@https://www.public.gr/product/tilefonia/kinita-smartphones/apple-iphone-xs-256gb-gold-4g-smartphone/prod9324081pp/
Apple iPhone XS Max 256GB Silver 4G SmartphoneAPPLE@Εγγύηση:  12 μήνες-Κατασκευαστής: APPLE-Δίκτυο: 4G-Χωρητικότητα: 256 GB-Μνήμη RAM: 4GB-Κάμερα: 12 Megapixel Dual Camera f1.8 (Telephoto: f/2.4) με Dual OIS-Επεξεργαστής: Hexa Core-Βάρος: 208 g-Dual SIM: Όχι@1539@https://www.public.gr/product/tilefonia/kinita-smartphones/apple-iphone-xs-max-256gb-silver-4g-smartphone/prod9324089pp/
Apple iPhone XS 512GB Gold 4G SmartphoneAPPLE@Εγγύηση:  12 μήνες-Κατασκευαστής: APPLE-Δίκτυο: 4G-Χωρητικότητα: 512 GB-Μνήμη RAM: 4GB-Κάμερα: 12 Megapixel Dual Camera f1.8 (Telephoto: f/2.4) με Dual OIS-Επεξεργαστής: Hexa Core-Βάρος: 177 g-Dual SIM: Όχι@1679@https://www.public.gr/product/tilefonia/kinita-smartphones/apple-iphone-xs-512gb-gold-4g-smartphone/prod9324084pp/
Apple iPhone XS 512GB Silver 4G SmartphoneAPPLE@Εγγύηση:  12 μήνες-Κατασκευαστής: APPLE-Δίκτυο: 4G-Χωρητικότητα: 512 GB-Μνήμη RAM: 4GB-Κάμερα: 12 Megapixel Dual Camera f1.8 (Telephoto: f/2.4) με Dual OIS-Επεξεργαστής: Hexa Core-Βάρος: 177 g-Dual SIM: Όχι@1679@https://www.public.gr/product/tilefonia/kinita-smartphones/apple-iphone-xs-512gb-silver-4g-smartphone/prod9324083pp/
Apple iPhone XS 512GB Space Grey 4G SmartphoneAPPLE@Εγγύηση:  12 μήνες-Κατασκευαστής: APPLE-Δίκτυο: 4G-Χωρητικότητα: 512 GB-Μνήμη RAM: 4GB-Κάμερα: 12 Megapixel Dual Camera f1.8 (Telephoto: f/2.4) με Dual OIS-Βάρος: 177 g-Dual SIM: Όχι@1679@https://www.public.gr/product/tilefonia/kinita-smartphones/apple-iphone-xs-512gb-space-grey-4g-smartphone/prod9324082pp/
Apple iPhone XS Max 512GB Gold 4G SmartphoneAPPLE@Εγγύηση:  12 μήνες-Κατασκευαστής: APPLE-Δίκτυο: 4G-Χωρητικότητα: 512 GB-Μνήμη RAM: 4GB-Κάμερα: 12 Megapixel Dual Camera f1.8 (Telephoto: f/2.4) με Dual OIS-Επεξεργαστής: Hexa Core-Βάρος: 208 g-Dual SIM: Όχι@1789@https://www.public.gr/product/tilefonia/kinita-smartphones/apple-iphone-xs-max-512gb-gold-4g-smartphone/prod9324093pp/
Apple iPhone XS Max 512GB Silver 4G SmartphoneAPPLE@Εγγύηση:  12 μήνες-Κατασκευαστής: APPLE-Δίκτυο: 4G-Χωρητικότητα: 512 GB-Μνήμη RAM: 4GB-Κάμερα: 12 Megapixel Dual Camera f1.8 (Telephoto: f/2.4) με Dual OIS-Επεξεργαστής: Hexa Core-Βάρος: 208 g-Dual SIM: Όχι@1789@https://www.public.gr/product/tilefonia/kinita-smartphones/apple-iphone-xs-max-512gb-silver-4g-smartphone/prod9324092pp/
Apple iPhone XS Max 512GB Space Grey 4G SmartphoneAPPLE@Εγγύηση:  12 μήνες-Κατασκευαστής: APPLE-Δίκτυο: 4G-Χωρητικότητα: 512 GB-Μνήμη RAM: Μη διαθέσιμη πληροφορία-Κάμερα: 12 Megapixel Dual Camera f1.8 (Telephoto: f/2.4) με Dual OIS-Επεξεργαστής: Hexa Core-Βάρος: 208 g-Dual SIM: Όχι@1789@https://www.public.gr/product/tilefonia/kinita-smartphones/apple-iphone-xs-max-512gb-space-grey-4g-smartphone/prod9324091pp/
Huawei Mate 20 Lite 64GB Μπλε 4G SmartphoneHUAWEI@Εγγύηση:  24 μήνες-Κατασκευαστής: HUAWEI-Χωρητικότητα: 64 GB-Μνήμη RAM: 4 GB-Κάμερα: 24Megapixel + 2 Megapixel-Επεξεργαστής: Octa Core@398,99@https://www.public.gr/product/tilefonia/kinita-smartphones/huawei-mate-20-lite-64gb-mple-4g-smartphone/prod9321115pp/
Huawei Mate 20 Lite 64GB Χρυσό 4G SmartphoneHUAWEI@Εγγύηση:  24 μήνες-Κατασκευαστής: HUAWEI-Χωρητικότητα: 64 GB-Μνήμη RAM: 4 GB-Κάμερα: 24Megapixel + 2 Megapixel-Επεξεργαστής: Octa Core@398,99@https://www.public.gr/product/tilefonia/kinita-smartphones/huawei-mate-20-lite-64gb-hryso-4g-smartphone/prod9321116pp/
Fluo Κ 16GB Μαύρο - 4G SmartphoneFLUO@Εγγύηση:  24 μήνες-Κατασκευαστής: FLUO-Δίκτυο: 4G-Χωρητικότητα: 16 GB-Μνήμη RAM: 2 GB-Κάμερα: 8 Megapixel-Επεξεργαστής: Quad Core-Βάρος: 190 g-Dual SIM: Όχι@99@https://www.public.gr/product/tilefonia/kinita-smartphones/fluo-k-16gb-mayro-4g-smartphone/prod9149599pp/
Fluo Κ 16GB Γκρί - 4G SmartphoneFLUO@Εγγύηση:  24 μήνες-Κατασκευαστής: FLUO-Δίκτυο: 4G-Χωρητικότητα: 16 GB-Μνήμη RAM: 2 GB-Κάμερα: 8 Megapixel-Επεξεργαστής: Quad Core-Βάρος: 190 g-Dual SIM: Όχι@99@https://www.public.gr/product/tilefonia/kinita-smartphones/fluo-k-16gb-gkri-4g-smartphone/prod9149600pp/
Xiaomi Redmi 6A 16GB Dual Sim Μπλέ SmartphoneXIAOMI@Εγγύηση:  24 μήνες-Κατασκευαστής: XIAOMI-Δίκτυο: 4G-Χωρητικότητα: 16 GB-Μνήμη RAM: 2 GB-Κάμερα: 13 Megapixel, f/2.2, phase detection autofocus-Επεξεργαστής: Quad Core-Βάρος: 145 g-Dual SIM: Ναι@139@https://www.public.gr/product/tilefonia/kinita-smartphones/xiaomi-redmi-6a-16gb-dual-sim-mple-smartphone/prod9310140pp/
Xiaomi Redmi 6A 16GB Dual Sim Μαύρο SmartphoneXIAOMI@Εγγύηση:  24 μήνες-Κατασκευαστής: XIAOMI-Δίκτυο: 4G-Χωρητικότητα: 16 GB-Μνήμη RAM: 2 GB-Κάμερα: 13 Megapixel, f/2.2, phase detection autofocus-Επεξεργαστής: Quad Core-Βάρος: 145 g-Dual SIM: Ναι@139@https://www.public.gr/product/tilefonia/kinita-smartphones/xiaomi-redmi-6a-16gb-dual-sim-mayro-smartphone/prod9310139pp/
Xiaomi Redmi 6A 16GB Dual Sim Χρυσό SmartphoneXIAOMI@Εγγύηση:  24 μήνες-Κατασκευαστής: XIAOMI-Δίκτυο: 4G-Χωρητικότητα: 16 GB-Μνήμη RAM: 2 GB-Κάμερα: 13 Megapixel, f/2.2, phase detection autofocus-Επεξεργαστής: Quad Core-Βάρος: 145 g-Dual SIM: Ναι@139@https://www.public.gr/product/tilefonia/kinita-smartphones/xiaomi-redmi-6a-16gb-dual-sim-hryso-smartphone/prod9310138pp/
Xiaomi Redmi 6A 32GB Dual Sim Μπλε SmartphoneXIAOMI@Εγγύηση:  24 μήνες-Κατασκευαστής: XIAOMI-Δίκτυο: 4G-Χωρητικότητα: 32 GB-Μνήμη RAM: 2 GB-Κάμερα: 13 Megapixel, f/2.2, phase detection autofocus-Επεξεργαστής: Quad Core-Βάρος: 145 g-Dual SIM: Ναι@149@https://www.public.gr/product/tilefonia/kinita-smartphones/xiaomi-redmi-6a-32gb-dual-sim-mple-smartphone/prod9310134pp/
Xiaomi Redmi 6 32GB Μπλε SmartphoneXIAOMI@Εγγύηση:  24 μήνες-Κατασκευαστής: XIAOMI-Δίκτυο: Οχι -Χωρητικότητα: 32 GB-Μνήμη RAM: 3 GB-Κάμερα: 12 MP (f / 2.2, PDAF) & 5 MP (f / 2.2, without AF, depth sensor)-Επεξεργαστής: Octa Core-Βάρος: 146 g-Dual SIM: Οχι@178,99@https://www.public.gr/product/tilefonia/kinita-smartphones/xiaomi-redmi-6-32gb-mple-smartphone/prod9310131pp/
Xiaomi Mi A2 64GB Χρυσό Dual Sim SmartphoneXIAOMI@Εγγύηση:  24 μήνες-Κατασκευαστής: XIAOMI-Δίκτυο: 4G-Χωρητικότητα: 64 GB-Μνήμη RAM: 4 GB-Κάμερα: 20+12 Megapixel Dual Camera f/1.75-Επεξεργαστής: Octa Core-Βάρος: 168 g-Dual SIM: Ναι@329@https://www.public.gr/product/tilefonia/kinita-smartphones/xiaomi-mi-a2-64gb-hryso-dual-sim-smartphone/prod9310127pp/
Xiaomi Mi A2 64GB Μπλε Dual Sim SmartphoneXIAOMI@Εγγύηση:  24 μήνες-Κατασκευαστής: XIAOMI-Δίκτυο: 4G-Χωρητικότητα: 64 GB-Μνήμη RAM: 4 GB-Κάμερα: 20+12 Megapixel Dual Camera f/1.75-Επεξεργαστής: Octa Core-Βάρος: 168 g-Dual SIM: Ναι@329@https://www.public.gr/product/tilefonia/kinita-smartphones/xiaomi-mi-a2-64gb-mple-dual-sim-smartphone/prod9310128pp/
Xiaomi Mi A2 64GB Μαύρο Dual Sim SmartphoneXIAOMI@Εγγύηση:  24 μήνες-Κατασκευαστής: XIAOMI-Δίκτυο: 4G-Χωρητικότητα: 64 GB-Μνήμη RAM: 4 GB-Κάμερα: 20+12 Megapixel Dual Camera f/1.75-Επεξεργαστής: Octa Core-Βάρος: 168 g-Dual SIM: Ναι@329@https://www.public.gr/product/tilefonia/kinita-smartphones/xiaomi-mi-a2-64gb-mayro-dual-sim-smartphone/prod9310126pp/
Alcatel 1X 4G Dual Sim Mαύρο- SmartphoneALCATEL@Εγγύηση:  12 μήνες-Κατασκευαστής: ALCATEL-Δίκτυο: 4G-Χωρητικότητα: 2 GB-Μνήμη RAM: 3 GB-Κάμερα: 13 Megapixel-Επεξεργαστής: Quad Core-Βάρος: Μη διαθέσιμη πληροφορία-Dual SIM: Ναι@99,89@https://www.public.gr/product/tilefonia/kinita-smartphones/alcatel-1x-4g-dual-sim-mayro-smartphone/prod9294512pp/
Alcatel 1X 4G Dual Sim Μπλε- SmartphoneALCATEL@Εγγύηση:  12 μήνες-Κατασκευαστής: ALCATEL-Δίκτυο: 4G-Χωρητικότητα: 2 GB-Μνήμη RAM: 3 GB-Κάμερα: 13 Megapixel-Επεξεργαστής: Quad Core-Βάρος: Μη διαθέσιμη πληροφορία-Dual SIM: Ναι@99,89@https://www.public.gr/product/tilefonia/kinita-smartphones/alcatel-1x-4g-dual-sim-mple-smartphone/prod9294513pp/
Alcatel 3X 4G Dual Sim Μαύρο 5058IALCATEL@Εγγύηση:  12 μήνες-Κατασκευαστής: ALCATEL-Δίκτυο: 4G-Χωρητικότητα: 3 GB-Μνήμη RAM: 3 GB-Κάμερα: 13 Megapixel-Επεξεργαστής: Quad Core-Βάρος: Μη διαθέσιμη πληροφορία-Dual SIM: Ναι@129,9@https://www.public.gr/product/tilefonia/kinita-smartphones/alcatel-3x-4g-dual-sim-mayro-5058i/prod9294514pp/
Motorola Moto G6 Plus 4G Dual Sim Μαύρο SmartphoneMOTOROLA@Εγγύηση:  24 μήνες-Κατασκευαστής: MOTOROLA-Δίκτυο: 4G-Χωρητικότητα: 64 GB-Μνήμη RAM: 4 GB-Κάμερα: 12 Megapixel-Επεξεργαστής: Quad Core-Βάρος: 167 g-Dual SIM: Ναι@299@https://www.public.gr/product/tilefonia/kinita-smartphones/motorola-moto-g6-plus-4g-dual-sim-mayro-smartphone/prod9290165pp/
Huawei Y5 2018 16GB Μπλε Dual Sim 4G SmartphoneHUAWEI@Εγγύηση:  24 μήνες-Κατασκευαστής: HUAWEI-Δίκτυο: 4G-Χωρητικότητα: 16 GB-Μνήμη RAM: 2 GB-Κάμερα: 13 Megapixel-Επεξεργαστής: Quad Core-Βάρος: 142 g-Dual SIM: Ναι@129@https://www.public.gr/product/tilefonia/kinita-smartphones/huawei-y5-2018-16gb-mple-dual-sim-4g-smartphone/prod9092152pp/
Motorola Moto C Plus 16GB Χρυσό Dual Sim 4G SmartphoneMOTOROLA@Εγγύηση:  24 μήνες-Κατασκευαστής: MOTOROLA-Δίκτυο: 4G-Χωρητικότητα: 16 GB-Μνήμη RAM: 2 GB-Κάμερα: 8 Megapixel-Επεξεργαστής: Quad Core-Βάρος: 162 g-Dual SIM: Ναι@89,9@https://www.public.gr/product/tilefonia/kinita-smartphones/motorola-moto-c-plus-16gb-hryso-dual-sim-4g-smartphone/prod9130944pp/
MLS MX Pro Dual Sim 4G Smartphone ΜπλεMLS@Εγγύηση:  12 μήνες-Κατασκευαστής: MLS-Δίκτυο: 4G-Χωρητικότητα: 64 GB-Μνήμη RAM: 6 GB-Κάμερα: 16 Megapixel +8 Megapixel-Επεξεργαστής: Octa Core-Βάρος: 166 g-Dual SIM: Ναι@349,9@https://www.public.gr/product/tilefonia/kinita-smartphones/mls-mx-pro-dual-sim-4g-smartphone-mple/prod9272319pp/
Alcatel U3 4GB Volcano Rose Gold Dual Sim SmartphoneALCATEL@Εγγύηση:  24 μήνες-Κατασκευαστής: ALCATEL-Δίκτυο: 3G-Χωρητικότητα: 4 GB-Μνήμη RAM: 512 MB-Κάμερα: 0.3 Megapixel-Επεξεργαστής: Quad Core-Βάρος: 102 g-Dual SIM: Ναι@54,89@https://www.public.gr/product/tilefonia/kinita-smartphones/alcatel-u3-4gb-volcano-rose-gold-dual-sim-smartphone/prod9250508pp/
Alcatel U3 4GB Volcano Black Dual Sim SmartphoneALCATEL@Εγγύηση:  24 μήνες-Κατασκευαστής: ALCATEL-Δίκτυο: 3G-Χωρητικότητα: 4 GB-Μνήμη RAM: 512 MB-Κάμερα: 0.3 Megapixel-Επεξεργαστής: Quad Core-Βάρος: 102 g-Dual SIM: Ναι@54,89@https://www.public.gr/product/tilefonia/kinita-smartphones/alcatel-u3-4gb-volcano-black-dual-sim-smartphone/prod9250507pp/
Nokia 2.1 Dual Sim 8GB Μπλε CopperNOKIA@Εγγύηση:  24 μήνες-Κατασκευαστής: NOKIA-Δίκτυο: 4G-Χωρητικότητα: 8 GB-Μνήμη RAM: 1 GB LPDDR3-Κάμερα: 8 Megapixel-Επεξεργαστής: Quad Core-Βάρος: 174 g-Dual SIM: Ναι@119@https://www.public.gr/product/tilefonia/kinita-smartphones/nokia-21-dual-sim-8gb-mple-copper/prod9250504pp/
Nokia 2.1 Dual Sim 8GB ΓκρίNOKIA@Εγγύηση:  24 μήνες-Κατασκευαστής: NOKIA-Δίκτυο: 4G-Χωρητικότητα: 8 GB-Μνήμη RAM: 1 GB LPDDR3-Κάμερα: 8 Megapixel-Επεξεργαστής: Quad Core-Βάρος: 174 g-Dual SIM: Ναι@119@https://www.public.gr/product/tilefonia/kinita-smartphones/nokia-21-dual-sim-8gb-gkri/prod9250506pp/
Xiaomi Mi 8 Dual Sim 64GB Μπλε 4G SmartphoneXIAOMI@"Εγγύηση:  24 μήνες-Κατασκευαστής: XIAOMI-Δίκτυο: 4G-Χωρητικότητα: 64 GB-Μνήμη RAM: 6 GB-Κάμερα: Dual 12 Megapixel f/1.8, 21mm, 1/2.55"", 1.4µm με 4-axis OIS και Dual Pixel PDAF & 12 Megapixel (f/2.4, 26mm, 1/2.9"", 1.0µm), 2x optical zoom, dual LED flash-Επεξεργαστής: Octa Core-Βάρος: 177 g-Dual SIM: Ναι"@549@https://www.public.gr/product/tilefonia/kinita-smartphones/xiaomi-mi-8-dual-sim-64gb-mple-4g-smartphone/prod9250510pp/
Xiaomi Mi 8 Dual Sim 64GB Μαύρο 4G SmartphoneXIAOMI@"Εγγύηση:  24 μήνες-Κατασκευαστής: XIAOMI-Δίκτυο: 4G-Χωρητικότητα: 64 GB-Μνήμη RAM: 6 GB-Κάμερα: Dual 12 Megapixel f/1.8, 21mm, 1/2.55"", 1.4µm με 4-axis OIS και Dual Pixel PDAF & 12 Megapixel (f/2.4, 26mm, 1/2.9"", 1.0µm), 2x optical zoom, dual LED flash-Επεξεργαστής: Octa Core-Βάρος: 177 g-Dual SIM: Ναι"@549@https://www.public.gr/product/tilefonia/kinita-smartphones/xiaomi-mi-8-dual-sim-64gb-mayro-4g-smartphone/prod9250509pp/
Xiaomi Mi 8 Dual Sim 128GB Μαύρο 4G SmartphoneXIAOMI@"Εγγύηση:  24 μήνες-Κατασκευαστής: XIAOMI-Δίκτυο: 4G-Χωρητικότητα: 128 GB-Μνήμη RAM: 6 GB-Κάμερα: Dual 12 Megapixel f/1.8, 21mm, 1/2.55"", 1.4µm με 4-axis OIS και Dual Pixel PDAF & 12 Megapixel (f/2.4, 26mm, 1/2.9"", 1.0µm), 2x optical zoom, dual LED flash-Επεξεργαστής: Octa Core-Βάρος: 177 g-Dual SIM: Ναι"@598,99@https://www.public.gr/product/tilefonia/kinita-smartphones/xiaomi-mi-8-dual-sim-128gb-mayro-4g-smartphone/prod9250511pp/
Fluo V2 8GB Μαύρο - 4G SmartphoneFLUO@Εγγύηση:  24 μήνες-Κατασκευαστής: FLUO-Δίκτυο: 4G-Χωρητικότητα: 8 GB-Μνήμη RAM: 1GB-Κάμερα: 5 Megapixel-Επεξεργαστής: Quad Core-Βάρος: 138 gr-Dual SIM: Ναι@68,99@https://www.public.gr/product/tilefonia/kinita-smartphones/fluo-v2-8gb-mayro-4g-smartphone/prod9149597pp/
Xiaomi Redmi 5 Note 64GB Χρυσό 4G SmartphoneXIAOMI@Εγγύηση:  24 μήνες-Κατασκευαστής: XIAOMI-Δίκτυο: 4G-Χωρητικότητα: 64 GB-Μνήμη RAM: 4 GB-Κάμερα: 12 Megapixel & 5 Megapixel-Επεξεργαστής: Octa Core-Βάρος: 181 g-Dual SIM: Ναι@249@https://www.public.gr/product/tilefonia/kinita-smartphones/xiaomi-redmi-5-note-64gb-hryso-4g-smartphone/prod9091413pp/
Samsung Galaxy S9+ 64GB Χρυσό SmartphoneSAMSUNG@Εγγύηση:  24 μήνες-Κατασκευαστής: SAMSUNG-Δίκτυο: 4G-Χωρητικότητα: 64 GB-Μνήμη RAM: 6 GB-Κάμερα: 12 Megapixel Dual Pixel Camera f2.4-f1.5 AF με OIS-Επεξεργαστής: Octa Core-Βάρος: Μη διαθέσιμη πληροφορία-Dual SIM: Όχι@789@https://www.public.gr/product/tilefonia/kinita-smartphones/samsung-galaxy-s9-plus-64gb-hryso-smartphone/prod9165268pp/
Xiaomi Mi Mix 2S Dual Sim 64GB Μαύρο 4G SmartphoneXIAOMI@"Εγγύηση:  24 μήνες-Κατασκευαστής: XIAOMI-Δίκτυο: 4G-Χωρητικότητα: 64 GB-Μνήμη RAM: 6 GB-Κάμερα: Dual 12 Megapixel f/1.8, 21mm, 1/2.55"", 1.4µm με 4-axis OIS & 12 Megapixel (f/2.4, 26mm, 1/2.9"", 1.0µm), 2x optical zoom, dual pixel phase detection autofocus, dual-LED dual-tone-Επεξεργαστής: Octa Core-Βάρος: 191 g-Dual SIM: Ναι"@499@https://www.public.gr/product/tilefonia/kinita-smartphones/xiaomi-mi-mix-2s-dual-sim-64gb-mayro-4g-smartphone/prod9220531pp/
Xiaomi Mi Mix 2S Dual Sim 128GB Μαύρο 4G SmartphoneXIAOMI@"Εγγύηση:  24 μήνες-Κατασκευαστής: XIAOMI-Δίκτυο: 4G-Χωρητικότητα: 128 GB-Μνήμη RAM: 6 GB-Κάμερα: Dual 12 Megapixel f/1.8, 21mm, 1/2.55"", 1.4µm με 4-axis OIS & 12 Megapixel (f/2.4, 26mm, 1/2.9"", 1.0µm), 2x optical zoom, dual pixel phase detection autofocus, dual-LED dual-tone-Επεξεργαστής: Octa Core-Βάρος: 191 g-Dual SIM: Ναι"@598,99@https://www.public.gr/product/tilefonia/kinita-smartphones/xiaomi-mi-mix-2s-dual-sim-128gb-mayro-4g-smartphone/prod9220532pp/
Xiaomi Redmi 5 Plus 32GB Χρυσό Dual Sim 4G SmartphoneXIAOMI@Εγγύηση:  24 μήνες-Κατασκευαστής: XIAOMI-Δίκτυο: 4G-Χωρητικότητα: 32 GB-Μνήμη RAM: 3 GB-Κάμερα: 12 Megapixel, CMOS, f/2.2, Two Tone Flash-Επεξεργαστής: Octa Core-Βάρος: 180 g-Dual SIM: Ναι@178,99@https://www.public.gr/product/tilefonia/kinita-smartphones/xiaomi-redmi-5-plus-32gb-hryso-dual-sim-4g-smartphone/prod8961005pp/
Nokia 1 8GB Dark Blue Dual Sim SmartphoneNOKIA@Εγγύηση:  24 μήνες-Κατασκευαστής: NOKIA-Δίκτυο: 4G-Χωρητικότητα: 8 GB-Μνήμη RAM: 1 GB-Κάμερα: 5 Megapixel-Επεξεργαστής: Quad Core-Βάρος: 131 g-Dual SIM: Ναι@79@https://www.public.gr/product/tilefonia/kinita-smartphones/nokia-1-8gb-dark-blue-dual-sim-smartphone/prod8971077pp/
Alcatel U5 HD 16GB Dual Sim Μαύρο Smartphone & Κινητό Alcatel 105...ALCATEL@Εγγύηση:  24 μήνες-Κατασκευαστής: ALCATEL-Δίκτυο: 4G-Χωρητικότητα: 16 GB-Μνήμη RAM: 2 GB-Κάμερα: 13 Megapixel-Επεξεργαστής: Quad Core-Βάρος: 135 g-Dual SIM: Ναι@89,9@https://www.public.gr/product/tilefonia/kinita-smartphones/alcatel-u5-hd-16gb-dual-sim-mayro-smartphone-and-kinito-alcatel-1050d/prod9165269pp/
Samsung Galaxy S9 64GB Χρυσό SmartphoneSAMSUNG@Εγγύηση:  24 μήνες-Κατασκευαστής: SAMSUNG-Δίκτυο: 4G-Χωρητικότητα: 64 GB-Μνήμη RAM: 4 GB-Κάμερα: 12 Megapixel Dual Pixel Camera f2.4-f1.5 AF με OIS-Επεξεργαστής: Octa Core-Βάρος: Μη διαθέσιμη πληροφορία-Dual SIM: Όχι@699@https://www.public.gr/product/tilefonia/kinita-smartphones/samsung-galaxy-s9-64gb-hryso-smartphone/prod9165267pp/
MLS Phab 8GB Μπλε 3G SmartphoneMLS@Εγγύηση:  12 μήνες-Κατασκευαστής: MLS-Δίκτυο: 3G-Χωρητικότητα: 8 GB-Μνήμη RAM: 1 GB-Κάμερα: 8 Megapixel-Επεξεργαστής: Quad Core-Βάρος: 210 g-Dual SIM: Όχι@89,9@https://www.public.gr/product/tilefonia/kinita-smartphones/mls-phab-8gb-mple-3g-smartphone/prod8980885pp/
Nokia 3.1 16GB Λευκό Dual SimNOKIA@Εγγύηση:  24 μήνες-Κατασκευαστής: NOKIA-Δίκτυο: 4G-Χωρητικότητα: 16 GB-Μνήμη RAM: 2 GB-Κάμερα: 13 Megapixel-Επεξεργαστής: Octa Core-Βάρος: Μη διαθέσιμη πληροφορία-Dual SIM: Ναι@149@https://www.public.gr/product/tilefonia/kinita-smartphones/nokia-31-16gb-leyko-dual-sim/prod9150581pp/
Fluo V2 8GB Mint - 4G SmartphoneFLUO@Εγγύηση:  24 μήνες-Κατασκευαστής: FLUO-Δίκτυο: 4G-Χωρητικότητα: 8 GB-Μνήμη RAM: 1GB-Κάμερα: 5 Megapixel-Επεξεργαστής: Quad Core-Βάρος: 138 gr-Dual SIM: Ναι@68,99@https://www.public.gr/product/tilefonia/kinita-smartphones/fluo-v2-8gb-mint-4g-smartphone/prod9149598pp/
Nokia 8 Sirocco 128GB Μαύρο 4G SmartphoneNOKIA@Εγγύηση:  24 μήνες-Κατασκευαστής: NOKIA-Δίκτυο: 4G-Χωρητικότητα: 128 GB-Μνήμη RAM: 6 GB LPPDDR4X-Κάμερα: 12 Megapixel Wide & 13 Megapixel Tele Dual Camera με φλας διπλού τόνου-Επεξεργαστής: Octa Core-Βάρος: 177 g-Dual SIM: Όχι@798,99@https://www.public.gr/product/tilefonia/kinita-smartphones/nokia-8-sirocco-128gb-mayro-4g-smartphone/prod9148568pp/
MLS Phab 8GB Χρυσό 3G SmartphoneMLS@Εγγύηση:  12 μήνες-Κατασκευαστής: MLS-Δίκτυο: 3G-Χωρητικότητα: 8 GB-Μνήμη RAM: 1 GB-Κάμερα: 8 Megapixel-Επεξεργαστής: Quad Core-Βάρος: 210 g-Dual SIM: Όχι@89,9@https://www.public.gr/product/tilefonia/kinita-smartphones/mls-phab-8gb-hryso-3g-smartphone/prod8980886pp/
Razer Phone 64GB Μαύρο 4G SmartphoneRAZER@Εγγύηση:  24 μήνες-Κατασκευαστής: RAZER-Δίκτυο: 4G-Χωρητικότητα: 64 GB-Μνήμη RAM: 8 GB LPDDR4-Κάμερα: Dual Camera 12 Megapixel AF f/1.75 Wide & 12 Megapixel AF f/2.6 Zoom-Επεξεργαστής: Octa Core-Βάρος: 197 g-Dual SIM: Όχι@498,99@https://www.public.gr/product/tilefonia/kinita-smartphones/razer-phone-64gb-mayro-4g-smartphone/prod9110292pp/
Huawei Y6 Prime 2018 32GB Μπλε Dual Sim 4G SmartphoneHUAWEI@Εγγύηση:  24 μήνες-Κατασκευαστής: HUAWEI-Δίκτυο: 4G-Χωρητικότητα: 16 GB-Μνήμη RAM: 2 GB-Κάμερα: 13 Megapixel-Επεξεργαστής: Quad Core-Βάρος: 150 g-Dual SIM: Ναι@199@https://www.public.gr/product/tilefonia/kinita-smartphones/huawei-y6-prime-2018-32gb-mple-dual-sim-4g-smartphone/prod9092157pp/
Huawei Y6 Prime 2018 32GB Μαύρο Dual Sim 4G SmartphoneHUAWEI@Εγγύηση:  24 μήνες-Κατασκευαστής: HUAWEI-Δίκτυο: 4G-Χωρητικότητα: 16 GB-Μνήμη RAM: 2 GB-Κάμερα: 13 Megapixel-Επεξεργαστής: Quad Core-Βάρος: 150 g-Dual SIM: Ναι@199@https://www.public.gr/product/tilefonia/kinita-smartphones/huawei-y6-prime-2018-32gb-mayro-dual-sim-4g-smartphone/prod9092156pp/
Huawei Y6 Prime 2018 32GB Χρυσό Dual Sim 4G SmartphoneHUAWEI@Εγγύηση:  24 μήνες-Κατασκευαστής: HUAWEI-Δίκτυο: 4G-Χωρητικότητα: 16 GB-Μνήμη RAM: 2 GB-Κάμερα: 13 Megapixel-Επεξεργαστής: Quad Core-Βάρος: 150 g-Dual SIM: Ναι@199@https://www.public.gr/product/tilefonia/kinita-smartphones/huawei-y6-prime-2018-32gb-hryso-dual-sim-4g-smartphone/prod9092158pp/
